ozone,ozoneP,pm,pmP,diesel,dieselP,pest,pestP,traffic,trafficP,drink,drinkP,lead,leadP,haz,hazP,iwb,iwbP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,lbw,lbwP,cvd,cvdP,edu,eduP,pov,povP,unemp,unempP,housingB,housingBP
0.04192559,26.69570629,11.50044657,60.79651525,0.16506936,54.99688861,1.800591709,46.82758621,3337.234615,97.2125,563.5068545,65.96727863,51.9869062,54.30371771,0.4,61.57511582,7,66.73666527,0.5,22.08476518,53.33403411,6.512074972,78.84256378,19.98,9.309571286,6.01,75.32717475,7.85,12.56231306,2.6,8.985067072,11.1,12.68844221,4.1,32.27485685,12.1,23.80228137
0.05076979,63.65899191,12.14532225,86.82016179,0.418361717,85.97386434,0,0,3572.395638,97.925,501.5208207,60.72186837,40.11366343,37.32829238,0.335,54.63931171,0,0,0,0,46.03150902,5.620438108,59.63907903,25.37,17.19840479,2.04,2.142673852,12.58,51.09670987,6.9,29.67603138,24.4,43.32914573,7.1,68.40187402,18.7,57.37642586
0.04539285,42.56378345,11.90277969,73.24206596,0.090991079,34.07591786,0,0,733.3494576,39,547.4872892,64.43112277,73.56777104,83.10018904,0.025,3.639973527,0,0,0,0,37.84398989,4.620743648,36.90105787,38.58,39.02043868,4.12,29.45855787,11.87,45.02741775,24.8,72.94355859,43.3,73.75628141,1,1.340447683,26.2,83.07984791
0.04490202,39.98755445,11.77809467,69.02302427,0.368700369,82.66334785,0.210509064,31.65517241,2656.693911,93.825,547.9297312,64.48107906,49.91782792,51.40516698,0.17,29.23891463,0,0,0.2,9.667812142,50.9202821,6.21735633,72.60734287,34.92,33.27517448,4.68,43.22555812,12.59,51.25872383,22.5,69.19767148,39.2,67.85175879,7.3,69.9765747,28,86.79340938
0.05022962,62.5264468,11.53075713,61.55569384,0.185401217,59.43995022,0,0,2584.089147,93.375,411.3763722,47.2961159,24.59140023,17.37870195,0.125,21.95896757,0,0,0,0,36.15689739,4.41474999,32.2464219,25.49,17.4227318,4.76,45.86861688,9.2,22.73180459,11.2,45.89977221,19.4,33.00251256,6.6,63.41749089,14.5,35.81749049
0.04978792,60.65961419,11.604153,63.38518979,0.26261819,72.13441195,0,0,1969.908189,86.6,411.3763722,47.2961159,28.27240741,21.83994959,0.325,53.51422899,8,72.15455691,1,35.71592211,48.12034508,5.875484576,65.35158681,14.07,2.928713858,4.12,29.45855787,6.3,4.586241276,3.5,13.66742597,20.6,35.56532663,2.9,15.83810515,11.1,18.8973384
0.04978792,60.65961419,11.52312731,61.29433727,0.106789352,39.48973242,0,0,1029.201634,59.8375,411.3763722,47.2961159,34.14675179,29.46439824,0.1,16.63798809,0,0,0,0,32.20069605,3.931698591,22.36465464,26.28,18.78115653,4.05,27.91891198,9.43,24.77567298,4.6,19.28625664,12.5,15.82914573,2.8,14.39354503,12.6,26.17237009
0.04863521,56.96328563,11.83444921,70.72806472,0.425891076,86.37212197,0.60766128,39.82758621,2663.363656,93.8375,409.3622548,46.48432621,70.57366765,79.89918084,6.8,98.72931833,0,0,2.5,59.17525773,70.61481254,8.622054585,98.69321717,52.51,59.40927218,6.05,76.12265846,11.33,40.75274177,25.6,74.33561124,29.9,53.86934673,4.8,41.8401874,10.7,16.92015209
0.0482775,55.38270068,11.67258364,65.28935905,0.119172143,43.18606098,1.300151233,44.44827586,785.3269599,43.1125,406.5292102,44.41114025,58.37245495,63.55387524,0.9,83.40172071,0,0,1.25,38.99198167,55.73244822,6.804920858,83.70877411,50.53,57.31555334,5.5,64.47267129,10.95,37.41276171,19.4,63.75601114,25.9,46.18090452,3.8,28.20145757,21,66.85678074
0.04791979,53.72744244,11.61290153,63.57187306,0.097973254,36.5899191,0,0,825.4731032,46.05,409.3622548,46.48432621,50.80251674,52.66540643,0.38,59.13964262,0,0,2,52.89805269,43.27028699,5.283293447,52.35843186,39.12,39.89282154,6.39,82.03746472,9.83,28.29012961,26.6,75.74031891,31.3,55.86683417,3,17.11348256,18.7,57.37642586
0.0482775,55.38270068,11.91043444,73.55320473,0.246868963,69.55818295,0,0,935.8603557,54.15,409.3622548,46.48432621,92.21432387,98.19785759,0.15,26.67107876,0,0,0.4,14.43298969,46.3801513,5.663007261,60.67205974,45.97,50.37387836,5.86,72.32486528,10.66,35.31904287,47.1,94.77347507,39.7,68.83165829,6.4,61.53045289,19.3,60.10139417
0.04863521,56.96328563,11.92353232,74.27504667,0.040492144,14.61107654,0,0,581.6580885,26.9375,455.776806,54.78955914,58.54331129,63.80592313,0.31,51.72733289,0,0,3.65,66.96449026,41.50837657,5.068164534,47.19352831,32.73,29.91026919,4.41,36.14318707,11.44,41.61266201,23.6,70.83016958,31.3,55.86683417,4.6,39.21134826,21,66.85678074
0.04899293,57.77224642,11.76733099,68.45052894,0.031754141,11.18855009,0,0,447.125363,17.2125,529.1832925,63.25714999,42.18381395,40.16383113,0.31,51.72733289,0,0,0,0,37.12723835,4.533228428,34.6981954,23.69,14.15752742,4.18,30.84423916,7.48,10.08225324,8.9,37.64869653,15.7,23.65577889,4.4,36.4393545,13.6,31.16603295
0.04863521,56.96328563,11.7330928,67.34287492,0.031150583,11.03920348,0.779230209,41.06896552,770.9924527,42.075,556.4498839,65.14299988,38.22907876,34.58097038,0.02,2.514890801,0,0,11,92.80641466,42.14039732,5.145334142,48.96079652,32.73,29.91026919,2.01,2.001539646,11.44,41.61266201,1.8,5.09997469,8.2,6.48241206,6.7,64.51067153,12.2,24.46134347
0.04863521,56.96328563,11.81979108,70.30491599,0.026361935,9.259489732,3.523570885,51.5862069,667.9218444,33.5375,547.2095766,64.38116648,19.77209495,11.93446755,0.21,37.68365321,0,0,5.6,77.75486827,41.81415271,5.10549974,48.02738021,32.73,29.91026919,2.38,3.682319733,11.44,41.61266201,10.2,42.66008605,14.9,21.72110553,5.8,55.0234253,20.3,63.96704689
0.0527438,67.9029247,8.990932919,37.16241444,0.110202016,40.46048538,0,0,902.5819028,51.7375,177.3831485,5.907331085,25.13914601,18.00882168,0.245,41.81336863,7,66.73666527,0,0,31.0008966,3.785203317,19.93777225,24.27,15.2666999,2.47,4.285347703,12.15,47.18344965,9,38.12958745,8.7,7.374371859,4.2,33.57626236,7.1,4.512040558
0.04676708,48.45052894,10.9305678,54.33727442,0.262231435,72.00995644,0,0,1002.346334,57.95,182.1837326,6.182090671,67.51632519,75.9168242,0.225,39.77498345,0,0,2,52.89805269,40.97592017,5.003151713,45.61294337,31.21,27.19341974,4.2,31.33179369,6.98,7.539880359,40.3,90.21766641,51.5,83.49246231,5.2,46.99375325,32.9,94.3599493
0.04716458,50.54138146,11.23196298,57.27442439,0.295096123,75.84318606,0,0,2796.713243,94.7125,182.1837326,6.182090671,53.74545736,56.84940139,1.11,86.60489742,0,0,0,0,48.25370112,5.891767322,65.87429994,32.3,29.2996012,4.87,48.76828329,9.58,26.14656032,10.1,42.29309036,24.1,42.7638191,4.7,40.60385216,24.6,79.06210393
0.04716458,50.54138146,11.19439406,56.80149347,0.308330872,77.3739888,0,0,3404.204778,97.45,182.1837326,6.182090671,53.15961458,55.94202899,0.435,64.63269358,0,0,1,35.71592211,46.72325756,5.704900467,61.48102054,32.3,29.2996012,5.05,53.8491147,9.58,26.14656032,15.7,56.97291825,15.5,23.16582915,5.5,51.26236335,12.6,26.17237009
0.04791979,53.72744244,11.19282627,56.76415681,0.206692783,63.29807094,0,0,2397.489971,91.55,182.1837326,6.182090671,54.64301833,58.07183365,0.56,72.97154203,0,0,4,70.42382589,53.60189283,6.544780468,79.35283136,32.3,29.2996012,4.15,30.12573775,9.58,26.14656032,22.3,68.75474563,36.4,63.76884422,2.8,14.39354503,18.9,58.22560203
0.04716458,50.54138146,11.20470922,56.90105787,0.168552364,55.89296826,0,0,967.7038789,56.0125,182.1837326,6.182090671,52.22271079,54.69439193,0.4,61.57511582,0,0,0,0,36.9756251,4.514716481,34.17548227,28.06,21.9217348,3.09,10.18732358,8.02,13.82103689,5.4,23.29789927,12.3,15.32663317,3.3,21.1087975,14.7,36.6539924
0.04716458,50.54138146,11.19433698,56.78904792,0.234341509,67.8282514,0,0,2350.569865,91.075,182.1837326,6.182090671,44.53641722,43.65469439,0.46,66.60489742,0,0,0,0,41.176442,5.027635389,46.30989421,26.28,18.78115653,6.56,84.30844239,6.53,5.583250249,23.1,70.08352316,31.2,55.69095477,5.6,52.5247267,23.1,74.52471483
0.04753555,50.98942128,11.36128472,58.63098942,0.253377234,70.55382701,35.8661229,70.06896552,2808.852461,94.8125,304.1462453,25.04058948,21.78300957,14.27851292,1.495,90.21839841,0,0,5,75.67010309,62.10628512,7.583165077,93.35407592,28.11,21.99651047,2.86,7.65973826,7.97,13.59670987,4.7,19.75449253,20.5,35.35175879,3.2,19.58615305,15.8,42.82636248
0.04320513,32.1468575,11.65930709,64.70441817,0.256275533,71.07654014,0,0,2424.614997,91.8875,388.8555339,40.96415636,44.58370365,43.71770636,0.605,74.90403706,0,0,0,0,49.77504495,6.077523102,69.79464841,33.72,31.48055833,4.48,38.18321786,10.16,31.09421735,9,38.12958745,15.3,22.71356784,7.2,69.13066111,13.4,30.20278834
0.04259906,29.89421282,11.71553708,66.79527069,0.331117723,79.45239577,7.035306233,57.31034483,1043.486838,60.7125,386.1211554,40.56450606,42.18880925,40.17643352,5.4,98.04103243,3,33.15833683,0,0,60.30884791,7.363698351,91.3378967,32.83,30.0224327,5.23,58.19861432,11.23,39.80558325,8,34.38370033,11.9,14.48492462,2,6.298802707,8.5,8.504435995
0.04320513,32.1468575,11.57317443,62.6757934,0.166840942,55.42003734,0,0,761.9403991,41.3875,349.1613322,36.16835269,33.56762816,28.68304978,1.135,86.9358041,0,0,0,0,42.69734751,5.213337651,50.66583696,36.79,36.25373878,3.18,11.17526302,10.2,31.4556331,7.8,33.48519362,13.4,18.17839196,3.6,25.23425299,8.9,9.809885932
0.0438112,35.15868077,11.60926073,63.52209085,0.301741743,76.66459241,0,0,1101.118517,64.0625,349.1613322,36.16835269,35.64785073,31.31695022,0.665,77.10125745,0,0,0.4,14.43298969,46.6177625,5.692019541,61.26944617,39.42,40.62811565,6.19,78.85552989,10.77,36.27866401,3.7,14.78106808,15,22.01005025,5,44.35190005,10.7,16.92015209
0.04435661,37.57311761,11.54757668,62.01617922,0.103703824,38.51897946,0.219468415,32.06896552,1056.965749,61.5875,338.3875992,33.02110653,57.34124801,62.00378072,0.085,11.07875579,0,0,0.6,22.95532646,37.80811786,4.616363681,36.73926571,45.09,48.89082752,7.83,95.72748268,10.71,35.71784646,30,80.18223235,46.9,78.45477387,10.3,87.38938053,29.1,89.08745247
0.04756207,51.89794648,12.10111423,84.61729932,0.547583999,91.41257001,0,0,2801.93563,94.775,471.4107898,57.12501561,79.04017471,88.43100189,1.04,85.5989411,0,0,5.6,77.75486827,63.96991757,7.81071423,95.08400747,48.5,54.27467597,6.23,79.40723634,11.52,42.39780658,36.4,86.72487978,34.6,61.08040201,4.6,39.21134826,19.1,59.27756654
0.0482775,55.38270068,11.97394198,77.08774113,0.216680265,65.01555694,1.696761748,46.34482759,1766.886003,83.2125,455.462895,54.6272012,30.45422644,24.57466919,0.525,70.93315685,0,0,0.2,9.667812142,48.16869816,5.881388478,65.61294337,22.8,12.9112662,4.24,32.2684116,7.52,10.48105683,8.9,37.64869653,7.9,5.917085427,4.8,41.8401874,11.6,21.07731305
0.0482775,55.38270068,12.09531097,84.09458619,0.531873253,90.98942128,0,0,4415.637345,99.3,473.0021865,57.27488448,34.56013054,30.04410838,0.465,66.72402383,0,0,2.5,59.17525773,55.80943415,6.814320825,83.93279403,31.57,27.81655035,6.75,87.22093918,12.77,52.55483549,9.6,40.45811187,8.3,6.733668342,2.8,14.39354503,8.8,9.531051965
0.04791979,53.72744244,12.18271371,87.9029247,0.416997726,85.87429994,0,0,2391.143118,91.5,467.3786475,56.20082428,18.31150321,10.58601134,17.11,99.88087359,0,0,13.5,95.00572738,65.64321404,8.015023396,96.31611699,55.47,63.34745763,7.69,95.16294586,11.7,43.70638086,,,21.9,38.1281407,3.2,19.58615305,23.7,76.34980989
0.04716458,50.54138146,12.06219817,81.90416926,0.493060134,89.60796515,0,0,1445.97027,76.825,471.4107898,57.12501561,57.22763532,61.75173283,0.53,71.14493713,0,0,12.5,94.11225659,63.19168065,7.715691656,94.38705663,60.87,70.0772682,6.48,83.30767257,14.68,64.45663011,15.4,56.16299671,23.7,42.11055276,5.4,49.85684539,15.1,39.20152091
0.04539285,42.56378345,11.87572975,72.20908525,0.326735322,79.04169259,0,0,2279.638821,90.5125,481.1925553,58.26152117,69.19232906,78.05923125,0.175,30.16545334,0,0,0,0,44.62306632,5.448467534,55.71873055,38.01,37.96111665,6.37,81.70387478,12.42,50.02492522,29,78.92938497,26.4,47.3241206,2.7,13.1832379,18.7,57.37642586
0.04716458,50.54138146,11.81281615,70.11823273,0.234347267,67.84069695,0,0,1621.964929,80.55,409.3622548,46.48432621,83.97249581,92.58979206,0.365,57.61747187,0,0,0.2,9.667812142,48.06381508,5.868582275,65.21468575,61.09,70.35144566,4.65,42.51988709,16.08,71.88434696,49.2,96.11490762,59.4,91.26884422,7.5,71.66840187,21.2,67.71863118
0.04539285,42.56378345,11.81176851,70.09334163,0.1248982,44.50528936,0,0,790.7255882,43.5875,481.1925553,58.26152117,62.5092829,69.22495274,0.03,4.116479153,0,0,0,0,35.90969328,4.384566417,31.51213441,36.57,35.86739781,3.36,13.90813446,11.31,40.54087737,28.9,78.75221463,43.8,74.45979899,7.6,72.52732952,29.5,89.69581749
0.04716458,50.54138146,11.94831275,75.61916615,0.249030229,69.83198507,0,0,1765.572309,83.1875,476.057825,57.61208942,64.21834975,71.84625079,0.21,37.68365321,0,0,0.5,22.08476518,51.33187826,6.26761214,73.65276914,33.32,30.85742772,5.8,71.02899666,9.34,23.94067797,33.9,84.24449506,33,58.61809045,5.3,48.25611661,21.2,67.71863118
0.04588368,44.97822029,11.99484951,77.87181083,0.077409998,28.81144991,0.040874074,19.72413793,701.8298942,36.2625,471.4107898,57.12501561,67.44011649,75.76559546,0.155,27.08140304,0,0,0,0,41.52945905,5.070738701,47.25575607,45.78,50.11216351,6.75,87.22093918,12.37,49.50149551,24.6,72.51328778,37.5,65.41457286,3.6,25.23425299,21.1,67.26235741
0.04539285,42.56378345,11.91218386,73.61543248,0.093059317,34.87243311,2.070159304,47.96551724,821.6868412,45.7875,566.8714712,66.34195079,74.12905392,83.65469439,2.7,95.23494375,0,0,1,35.71592211,59.10466445,7.216667789,89.71997511,34.96,33.36241276,4.18,30.84423916,9.62,26.40827517,27.8,77.33485194,40.2,69.48492462,9,81.68922436,19,58.77059569
0.04632538,46.9943995,12.00021132,78.15805849,0.092281764,34.49906658,0.016930684,15.20689655,835.0893825,46.6875,471.4107898,57.12501561,56.74027646,61.19722747,1.28,88.69622766,0,0,2,52.89805269,46.27504335,5.650173601,60.36092097,36.08,35.10717846,3.93,24.99358481,10.11,30.79511466,15.5,56.47937231,43.3,73.75628141,6.4,61.53045289,20.2,63.6121673
0.04192559,26.69570629,11.56678938,62.53889235,0.09833113,36.76415681,494.1478409,85.48275862,1974.941424,86.6875,233.9639328,9.142000749,55.49212316,59.43289225,0.25,43.29583058,8,72.15455691,2.1,53.42497136,59.30801692,7.241497086,89.90665837,24.69,15.8773679,3.29,12.76623043,11.54,42.53489531,3.1,11.35155657,16.4,25.42713568,15.3,97.07183758,,
0.04588368,44.97822029,11.92942552,74.59863099,0.350151752,81.10765401,0,0,1683.973929,81.6375,481.1925553,58.26152117,48.63174185,49.67863894,0.265,45.01654533,0,0,0.75,25.72737686,44.5878627,5.444169179,55.6316117,52.13,59.07278166,5.36,61.21375417,16.75,75.02492522,24.6,72.51328778,30.9,55.23869347,5.4,49.85684539,24.4,78.46641318
0.0482775,55.38270068,11.79960929,69.63285625,0.158493841,53.36652147,2.760060158,49.93103448,860.9388195,48.5875,409.3622548,46.48432621,76.15219441,85.83490863,0.585,73.77895433,0,0,2,52.89805269,53.50577718,6.533044765,79.20348475,47.39,52.71684945,5.1,55.06800103,10.32,32.49002991,33.5,83.97873956,37.2,64.89949749,7.4,70.90057262,19,58.77059569
0.0482775,55.38270068,11.52811133,61.40634723,0.20061693,62.15308027,0.087859172,24.86206897,1044.710563,60.775,406.6637944,44.62345448,52.29784191,54.75740391,0.36,57.45863666,0,0,1.25,38.99198167,47.39638738,5.787089485,63.29807094,47.81,53.36490528,5.34,60.71336926,10.41,33.21286142,20.8,66.09719058,37.2,64.89949749,1.7,4.229567933,17.6,52.09125475
0.04791979,53.72744244,11.39663399,59.15370255,0.082204772,30.62850031,0,0,959.9629168,55.65,406.6152546,44.61096541,38.1770534,34.49275362,0.6,74.73196559,0,0,0,0,38.56404135,4.708661789,39.05413815,40.53,42.3105683,4.43,36.65640236,10.53,34.40927218,10.4,43.40673247,27.8,50.23869347,1.6,3.578865174,17.9,53.62484157
0.04863521,56.96328563,11.81227965,70.10578718,0.110047621,40.42314872,0.074853703,23.5862069,930.716952,53.8125,409.3622548,46.48432621,91.26354379,97.65595463,1.03,85.47981469,0,0,0.5,22.08476518,54.78436107,6.689159605,81.91661481,55.45,63.3225324,5.21,57.72389017,11.91,45.25174477,49.3,96.16552771,44.9,75.9798995,5.4,49.85684539,19.1,59.27756654
0.04899293,57.77224642,11.82239214,70.3795893,0.135024849,47.24331052,0,0,763.5362157,41.4875,409.3622548,46.48432621,95.67691987,99.60932577,3.16,96.43944408,0,0,5,75.67010309,62.10656542,7.583199302,93.36652147,55.45,63.3225324,6.92,89.01719271,11.91,45.25174477,51,96.93748418,34,60.21356784,2.1,7.144716294,28,86.79340938
0.0527438,67.9029247,9.226395766,40.8836341,0.170133777,56.34100809,0,0,954.0200178,55.325,177.3831485,5.907331085,30.99638405,25.17958412,0.22,38.7028458,7,66.73666527,0,0,34.62967515,4.228276458,28.00248911,24.03,14.84297109,3.29,12.76623043,12.04,46.32352941,5.8,25.05694761,7.8,5.804020101,3.5,23.7506507,9.2,10.8365019
0.0527438,67.9029247,9.592814363,45.47604231,0.037882702,13.59054138,0,0,644.3741386,31.7,264.2014032,15.59885101,31.28494173,25.60806553,0.15,26.67107876,4,43.78412432,0,0,25.08139762,3.062433668,8.786558805,21.09,10.50598205,3.23,11.81678214,11.97,45.87487537,4.3,17.79296381,11.2,12.83919598,1.6,3.578865174,15.5,41.38149556
0.0527438,67.9029247,8.473715419,22.09085252,0.119715371,43.34785314,0,0,1042.788154,60.6375,177.3831485,5.907331085,21.93122617,14.53056081,0.21,37.68365321,9,77.29945401,0,0,29.56275795,3.609606874,16.5899191,27.09,20.10219342,4.7,43.79009494,13.49,57.25324028,9.3,39.20526449,10.2,10.7160804,2.8,14.39354503,12.9,27.78200253
0.0527438,67.9029247,8.584938963,25.3018046,0.04594851,16.4405725,0,0,1018.652345,59.1125,423.5792259,48.71987011,26.86434576,20.20163831,0.17,29.23891463,9,77.29945401,2.5,59.17525773,35.31154862,4.311533072,29.89421282,20.61,9.957627119,4.02,27.12342828,10.2,31.4556331,3.7,14.78106808,14.5,20.8040201,3.4,22.56637168,6.4,3.269961977
0.04791979,53.72744244,11.32805061,58.2576229,0.480447217,89.08525202,0,0,4204.755828,99.1,182.1837326,6.182090671,35.79903966,31.51858853,0.405,61.7868961,0,0,8,86.50630011,54.26910765,6.626247265,80.84629745,32.3,29.2996012,6.36,81.51141904,9.58,26.14656032,9.8,41.23006834,23.5,41.65829146,2.8,14.39354503,9.1,10.54499366
0.04791979,53.72744244,11.90687793,73.41630367,0.164724134,54.94710641,0,0,1034.78027,60.2625,409.3622548,46.48432621,62.42706675,69.11153119,0.1,16.63798809,0,0,4,70.42382589,48.40797649,5.910604314,66.28500311,41.12,43.39481555,5.45,63.31793687,10.4,33.07577268,45.8,94.14072387,28.1,50.67839196,3.5,23.7506507,14.3,34.8035488
0.04716458,50.54138146,11.50696018,60.94586185,0.2356439,68.13939017,0.499940578,37.82758621,1044.551831,60.7625,406.6997887,44.63594355,53.68695854,56.76118463,9.755,99.37789543,0,0,0,0,58.90024153,7.191707792,89.42128189,44.43,48.18045862,6.28,80.03592507,11.5,42.1111665,27.1,76.42369021,37.4,65.27638191,4.1,32.27485685,15.4,40.89987326
0.04716458,50.54138146,11.81531658,70.18046049,0.212692067,64.25637834,0,0,1330.652525,73.225,409.3622548,46.48432621,86.67382602,94.44234405,7.855,98.92786234,0,0,0.5,22.08476518,58.86061509,7.186869411,89.35905414,48.82,54.88534397,8.61,98.255068,12.58,51.09670987,47,94.72285497,35.2,62.07286432,2.7,13.1832379,14.8,37.47782003
0.04756207,51.89794648,11.80799491,69.93154947,0.198687639,61.82949596,0,0,942.3963937,54.525,409.3622548,46.48432621,86.20062384,94.17769376,1.03,85.47981469,0,0,1,35.71592211,54.24728732,6.623583007,80.8089608,48.82,54.88534397,5.12,55.60687708,12.58,51.09670987,52.5,97.45634017,32.4,57.62562814,2.5,10.65851119,30.1,90.67173638
0.04756207,51.89794648,11.42619376,59.71375233,0.140462691,48.7118855,0,0,630.7560778,30.6625,409.3622548,46.48432621,43.53830531,42.31884058,1.01,85.18861681,0,0,0.4,14.43298969,43.19184065,5.273715164,52.1717486,48.82,54.88534397,5.78,70.60559405,12.58,51.09670987,20.7,65.9453303,31.9,56.84673367,2.6,11.86881832,17.5,51.77439797
0.04435661,37.57311761,11.55298513,62.21530803,0.220197534,65.52582452,4.646211189,53.79310345,1800.620427,83.825,363.6298625,37.34232547,62.75338228,69.56521739,0.355,56.69093316,0,0,1.2,37.57159221,53.24707311,6.50145705,78.70566273,32.72,29.86041874,6.07,76.63587375,9.21,22.81904287,22.1,68.41305998,32.7,58.22864322,9,81.68922436,24,77.21166033
0.04435661,37.57311761,11.53465186,61.6677038,0.321781893,78.55631612,4.650111411,53.86206897,2439.200334,92.025,365.8347297,37.92931185,45.98316874,45.83490863,0.305,50.45665122,0,0,0,0,51.08690534,6.237700995,73.0056005,37.71,37.57477567,4.81,47.10033359,11.59,43.02093719,10.5,43.77372817,20.1,34.48492462,4.6,39.21134826,16,43.89100127
0.04435661,37.57311761,11.50758339,60.99564406,0.244838284,69.29682638,0.89111199,42.13793103,1585.613766,79.825,360.3298142,37.08005495,70.76903181,80.10081916,0.865,82.80608868,0,0,4,70.42382589,56.33212211,6.878140921,85.01555694,40.9,42.94616152,6.09,77.04644598,14.16,61.36590229,25.5,74.17109593,57.9,90.05025126,5.7,53.8912025,35,96.08365019
0.04490202,39.98755445,11.54568003,61.96639701,0.09860806,36.85127567,0,0,1543.858706,78.85,360.3298142,37.08005495,62.93005111,69.88027725,0.235,40.92653872,0,0,0.2,9.667812142,40.49153301,4.944008138,44.23148724,39.89,41.42572283,6.39,82.03746472,13.59,57.96360917,30.8,81.14401417,54,86.0678392,8.1,76.05413847,27.6,86.07097592
0.04863521,56.96328563,12.0400182,80.54760423,0.055370517,20.16179216,0,0,734.3610182,39.1125,471.4107898,57.12501561,24.59399336,17.39130435,0.1,16.63798809,0,0,0,0,31.79983667,3.882753741,21.51835719,20.73,10.05732802,5.3,59.76392096,8.6,17.92123629,4,16.2110858,17.9,29.20854271,8.6,78.96928683,15.3,40.2661597
0.04901945,58.2327318,12.10621065,84.97822029,0.177638201,57.85936528,0,0,1168.478094,67.35,818.8498191,94.95441489,74.10770139,83.6294896,1.14,86.98874917,6,58.69382612,0.1,2.520045819,63.91557417,7.80407891,94.99688861,39.75,41.1889332,7.05,90.39004362,12.79,52.72931206,27.3,76.63882561,57.1,89.2839196,11.4,90.86413326,18,54.06844106
0.04791979,53.72744244,12.20959943,88.50031114,0.411687963,85.55071562,0,0,3892.95065,98.55,597.9361981,68.50256026,68.33583477,76.92501575,7.095,98.8219722,0,0,5,75.67010309,69.97405964,8.543818784,98.44430616,33.43,31.03190429,3.85,23.05619707,9.48,25.24925224,55.1,98.3675019,65.1,95,6.2,59.38313378,31.6,92.71229404
0.04716458,50.54138146,12.03396133,80.24891101,0.388247357,84.13192284,0,0,1731.150395,82.55,672.1391921,74.03521918,69.06291728,77.84499055,0.405,61.7868961,0,0,0.5,22.08476518,59.72683992,7.292635291,90.4542626,29.11,23.55433699,7.09,90.71080318,7.19,8.574277168,22.4,68.96988104,41.8,71.90954774,6.8,65.62988027,32.4,93.72623574
0.0482775,55.38270068,12.15043083,87.0192906,0.18436452,59.141257,0,0,748.8222145,40.3375,605.3093491,68.83976521,53.23678736,56.06805293,0.375,58.80873594,0,0,0.45,14.70790378,46.55761776,5.684675881,61.03298071,36.61,35.94217348,4.44,37.01565307,12.7,52.03140578,13.9,52.87269046,27.3,49.12060302,9,81.68922436,18.7,57.37642586
0.04716458,50.54138146,11.94475675,75.40759179,0.447797869,87.35532047,0,0,3109.672533,96.4,481.1925553,58.26152117,74.48377496,84.12098299,0.235,40.92653872,0,0,0.2,9.667812142,50.25120738,6.135662439,70.98942128,56.43,64.66849452,6.33,80.98537336,17.07,76.52043868,49.1,96.03897747,46.8,78.34170854,1.2,1.900052056,26.4,83.49809886
0.04632538,46.9943995,11.98238592,77.46110765,0.475015557,88.84878656,0.086836005,24.62068966,3148.557137,96.5,540.8680899,63.98151617,83.4219446,92.33774417,0.3,50.13898081,0,0,1,35.71592211,64.77012503,7.9084194,95.6813939,36.08,35.10717846,2.82,7.172183731,11.4,41.30109671,19.4,63.75601114,29.9,53.86934673,2.6,11.86881832,20.4,64.46134347
0.04632538,46.9943995,11.99157758,77.71001867,0.332778052,79.60174238,0.003292258,8.310344828,2957.281103,95.6375,471.4107898,57.12501561,60.50127653,66.49023314,1.325,89.10655195,0,0,2,52.89805269,63.18143416,7.714440562,94.36216553,57.05,65.52841476,5.02,52.84834488,16.49,73.90329013,22.8,69.64059732,33.1,58.79396985,6.1,58.35502343,30.2,90.87452471
0.0438112,35.15868077,11.63287008,63.95768513,0.096122729,35.96764157,0,0,825.077874,46,481.1925553,58.26152117,61.84551424,68.30497795,2.99,96.01588352,0,0,1.1,36.47193585,52.0157044,6.351107176,75.6067206,24.75,16.02691924,8.52,98.0369515,9.89,28.97557328,5.3,22.76638826,12.2,15.02512563,3.4,22.56637168,17,49.02408112
0.04435661,37.57311761,11.80027851,69.68263846,0.147810367,50.67828251,0,0,962.7116175,55.7875,568.7409543,66.75409017,68.72050089,77.39130435,0.51,70.07279947,0,0,9.7,90.03436426,51.83070413,6.328518679,75.17112632,44.8,48.52941176,4.43,36.65640236,12.43,50.07477567,23.8,71.08327006,38.1,66.30653266,7.9,74.7397189,17.2,50.2661597
0.04192559,26.69570629,11.58037757,62.83758556,0.355445876,81.6925949,2.888213844,50.20689655,3006.764675,95.9125,558.8649456,65.55513925,55.78826125,59.68494014,0.095,11.47584381,19,98.06803864,1,35.71592211,58.20212206,7.106467543,88.26384568,28.31,22.39531406,5.75,69.98973569,10.84,36.77716849,0.9,1.455327765,18.1,29.7361809,7.4,70.90057262,12.9,27.78200253
0.04939042,59.68886123,11.8925593,72.88114499,0.261453108,71.86060983,0,0,2644.124147,93.7125,409.3622548,46.48432621,63.28992635,70.49779458,4.325,97.37921906,0,0,1.75,43.94043528,63.09137574,7.703444446,94.26260112,34.18,31.99152542,5,52.36079035,8.36,15.98953141,49.5,96.29207795,61.1,92.37437186,2.1,7.144716294,30.8,91.7617237
0.04863521,56.96328563,11.93906549,75.07156192,0.627233027,93.80211574,0,0,2553.454825,93.1,409.3622548,46.48432621,74.1340559,83.67989918,1.1,86.41958968,0,0,6.2,80.2978236,62.34260362,7.61201952,93.57809583,53.58,60.91724826,5.83,71.64485502,12.94,53.38983051,39.7,89.72412048,67.5,96.33165829,3.4,22.56637168,24,77.21166033
